"","logFC","logCPM","F","PValue","FDR","Population"
"P4HB1",0.604346187486706,8.32041584545273,18.3965780089103,0.000206766147026174,0.00501528119414649,"CD8T_LOMGlow_2"
"EIF4A1",0.590975831790952,9.14545799878071,21.9781830534005,7.1118828097783e-05,0.00237410790813141,"CD8T_LOMGlow_2"
"PDCD4",0.586172887637095,8.75838866669654,43.5246754304203,1.73756264774136e-06,0.000139405987814941,"CD8T_LOMGlow_2"
"SRSF3",0.585891954719625,8.30528592944101,13.1384781861658,0.00118943912848298,0.0167646623109156,"CD8T_LOMGlow_2"
"CALM31",-0.574539583993901,8.3309554918719,10.9034722228556,0.00271671508577259,0.0304681057468905,"CD8T_LOMGlow_2"
"STK17A1",-0.567705841261429,8.99624256279394,11.7596750534292,0.00196658267398847,0.0244184015353569,"CD8T_LOMGlow_2"
"UBE2D21",-0.567239029688387,8.87678269494825,12.7081454925249,0.00138845883442324,0.018566186721839,"CD8T_LOMGlow_2"
"RBMS1",0.565218368602578,7.96815557086711,14.2751824302198,0.000797672442087232,0.0129995680796404,"CD8T_LOMGlow_2"
"SPCS31",0.552526990141721,7.61338788576357,10.6166629115745,0.00303331279522848,0.0333025815307716,"CD8T_LOMGlow_2"
"UCP2",-0.550851347980479,9.20486182117912,10.4000725611586,0.0032988932321928,0.0351096493997663,"CD8T_LOMGlow_2"
"ARF11",0.550408565839287,8.7208561885042,21.8958199856206,7.28153844991535e-05,0.00237410790813141,"CD8T_LOMGlow_2"
"NDUFB2",-0.545273404634729,8.60062300685749,25.0882172784861,0.000365626915069988,0.00733363216188456,"CD8T_LOMGlow_2"
"ANKRD44",-0.538465744815655,8.8769239325435,14.6920010028833,0.000691154769481012,0.0116270068478822,"CD8T_LOMGlow_2"
"PBXIP1",0.534735565678886,8.04657148065135,9.2502759398578,0.00520464561533216,0.0478673581558672,"CD8T_LOMGlow_2"
"C12orf571",-0.533319557362845,9.87159438438788,18.1021999752532,0.0002266456483521,0.00524752906400011,"CD8T_LOMGlow_2"
"LCK",-0.512210848783115,9.50727839604877,21.9206660744779,7.85976142537767e-05,0.00241109740196145,"CD8T_LOMGlow_2"
"ARL6IP11",-0.499308604917134,8.28630921719823,10.5525486616143,0.00310942623594096,0.0337826204592336,"CD8T_LOMGlow_2"
"LIME1",-0.4987997718916,9.1630487717096,11.300470760049,0.00233616642799983,0.0270735731600425,"CD8T_LOMGlow_2"
"HMGN11",-0.494327321829004,8.84655696699411,15.3898548910926,0.00103236493508481,0.0154481554025346,"CD8T_LOMGlow_2"
"COMMD61",-0.490924183787797,10.0536736002998,13.2981998832689,0.00112361678722173,0.0162768376260037,"CD8T_LOMGlow_2"
"SUB11",-0.480857338471219,9.06029839968413,9.52221836065787,0.00466494488249604,0.0450512732633646,"CD8T_LOMGlow_2"
"COX6B1",-0.469498097041124,9.23500040234742,15.0944595107008,0.000602757976826791,0.0106555350818702,"CD8T_LOMGlow_2"
"RAC2",-0.464563781276414,10.3612560416078,20.6042919896362,0.000105990046483972,0.0030707671800773,"CD8T_LOMGlow_2"
"CD3G",-0.444689925814329,9.53405785014703,14.7114209343595,0.000686582101910392,0.0116270068478822,"CD8T_LOMGlow_2"
"FXYD51",-0.422143215759349,10.3728879282328,14.8888973131912,0.000646275266166537,0.0112344183768616,"CD8T_LOMGlow_2"
"ICAM3",0.412528007366088,8.71623238131786,9.83431656378278,0.00411938626730249,0.0413126911230432,"CD8T_LOMGlow_2"
"CAPZB",-0.408106706410227,9.34278835892453,12.3998265463934,0.0015531103466013,0.0199986924877179,"CD8T_LOMGlow_2"
"PRKCH1",-0.407115057310025,8.9625666129463,13.2266412859708,0.00115260605854583,0.0164680564255247,"CD8T_LOMGlow_2"
"S100A61",0.397866111184258,10.7798839139747,13.5251056130846,0.00103678895319024,0.0154481554025346,"CD8T_LOMGlow_2"
"EVL1",-0.3720115297373,9.79886999778624,14.9368746998558,0.00130505311589675,0.0179101368405304,"CD8T_LOMGlow_2"
"VIM",-0.369844237441756,11.1722641245822,9.37568899658458,0.00494775714690855,0.0469137336747784,"CD8T_LOMGlow_2"
"PTPRC1",-0.35854979673239,11.0892095182228,11.5670287465798,0.00211328589550766,0.0259312610472293,"CD8T_LOMGlow_2"
"SSR41",0.35512344924205,9.25380211380527,15.5562438852615,0.00218418513666848,0.0264453445483515,"CD8T_LOMGlow_2"
"SUMO2",-0.353541090931143,9.18697161176365,11.2030230303685,0.0036477485883109,0.037669324530775,"CD8T_LOMGlow_2"
"ARHGDIB1",-0.345966588242722,11.0750068264426,21.0101910538265,9.40831399816158e-05,0.00280367757145215,"CD8T_LOMGlow_2"
"COX6C1",-0.342608430417065,9.4705177266632,9.50931810916959,0.00543247267122847,0.0492701651834025,"CD8T_LOMGlow_2"
"ARPC31",-0.331956179129009,9.72923820669287,13.893549968402,0.00133215524556827,0.0180446483263338,"CD8T_LOMGlow_2"
"CMC1",-1.19730155452215,9.17813143000332,20.2483289033561,0.000134061246087653,0.00599924076242247,"NK_EOMGlow_1"
"STK17A2",-0.92066376696918,8.89648201577108,31.3044435280134,3.917831809911e-06,0.00046883070022416,"NK_EOMGlow_1"
"FGFBP2",0.911885925571065,10.8239161245237,18.1677925349913,0.000252680540073098,0.00969210357280383,"NK_EOMGlow_1"
"CD741",-0.87926606444802,10.5235108930569,31.6913156033092,4.3652765384e-06,0.00046883070022416,"NK_EOMGlow_1"
"GZMH2",0.725222073502846,9.96152651092624,15.7633395396642,0.000490258270472963,0.0146260384024434,"NK_EOMGlow_1"
"ITGB71",0.690347104748331,8.30028166996638,34.2694956894492,1.83434044273269e-06,0.000337996271199275,"NK_EOMGlow_1"
"IL2RB",-0.66396908691689,9.86448166032256,11.5648178733011,0.00211700240247313,0.0345874328657599,"NK_EOMGlow_1"
"HSP90AB11",-0.628951091113931,9.6221780709909,39.6425235773394,5.20989928100359e-07,0.000279771591389893,"NK_EOMGlow_1"
"CRIP11",-0.628376259957418,9.67327425098672,19.7968715944048,0.000103611366728074,0.00556393039329758,"NK_EOMGlow_1"
"S100A42",0.586920309391371,11.3959122288295,34.1509919324684,1.88824732513562e-06,0.000337996271199275,"NK_EOMGlow_1"
"S100A62",0.574244485847042,9.98437878454187,26.856814152027,1.2601947553809e-05,0.00112787430606591,"NK_EOMGlow_1"
"NME2",-0.53756112243339,8.78763010871178,11.923370781877,0.00162687938254005,0.0321463002205029,"NK_EOMGlow_1"
"SEPTIN61",-0.529812503064412,8.57113078447244,15.4574156002762,0.000439510588850576,0.0146260384024434,"NK_EOMGlow_1"
"PPP2R5C1",0.508935417631864,8.7279596832806,12.6412129273392,0.00123632627982824,0.0265562884907105,"NK_EOMGlow_1"
"RBM8A1",-0.505387820106833,8.19252801817423,21.219944675338,6.5632559096722e-05,0.00503495489070568,"NK_EOMGlow_1"
"TPT11",-0.504501308732224,12.4074431765872,15.4113712589222,0.000456409475634602,0.0146260384024434,"NK_EOMGlow_1"
"PREX11",0.483891647969802,8.27333991237777,17.8983237327776,0.000190527108934683,0.00787023519214805,"NK_EOMGlow_1"
"EEF1B21",-0.469017973498513,10.3501036527845,19.2601081331737,0.000121937135521619,0.00595274925228267,"NK_EOMGlow_1"
"MYO1G1",0.460034735362193,8.42371627412828,12.2244594847645,0.00144215141676423,0.0297859734923997,"NK_EOMGlow_1"
"PABPC11",-0.438044600030288,10.0299103167529,13.4226328972404,0.000917570602860823,0.0223970642607392,"NK_EOMGlow_1"
"IGF2R",0.428870907262953,8.47974352573512,10.3270507434567,0.00304689633081943,0.0442211710716226,"NK_EOMGlow_1"
"CAST1",0.410720664168177,9.21231839818023,11.7442282206502,0.00173601993742008,0.0321463002205029,"NK_EOMGlow_1"
"IFITM21",-0.403396607616116,11.299217981821,12.9862099649221,0.00108001452577434,0.0241653250142009,"NK_EOMGlow_1"
"HNRNPA11",-0.391921680706913,10.1905431328067,19.9511494894574,9.77209528840395e-05,0.00556393039329758,"NK_EOMGlow_1"
"CD71",-0.380222456328561,11.1387080187711,13.7977007947032,0.000798825921533045,0.0214484759931622,"NK_EOMGlow_1"
"MZT2B1",-0.377650264904783,8.58797780864541,11.0383296459807,0.00229070462222145,0.0351459537752263,"NK_EOMGlow_1"
"ARL6IP51",0.366569881741913,9.0175472093191,19.8520775615468,0.000100851824789054,0.00556393039329758,"NK_EOMGlow_1"
"GNAS",-0.36166439501564,9.53241842598373,11.7743128445624,0.00171584023298081,0.0321463002205029,"NK_EOMGlow_1"
"JAK1",-0.342859856469506,10.4242662069638,13.437882556222,0.000912390503939607,0.0223970642607392,"NK_EOMGlow_1"
"RAN",-0.333085969156774,8.52579482822697,11.1449993946212,0.00219590941723066,0.0346824516780255,"NK_EOMGlow_1"
"EIF3K1",-0.325414285135845,9.31606090629767,15.2050281726928,0.000480544171846152,0.0146260384024434,"NK_EOMGlow_1"
"ABHD17A1",0.324642233160305,10.1914093951478,11.2274988230176,0.00212548470124781,0.0345874328657599,"NK_EOMGlow_1"
"LAPTM51",0.30914478109377,9.77345936063442,11.6244435731885,0.00181892947852805,0.0325588376656521,"NK_EOMGlow_1"
"COX7C1",-0.307646951075698,9.58699173605735,13.0443131727415,0.00105671329581014,0.0241653250142009,"NK_EOMGlow_1"
"IFITM1",-0.300463444281917,12.0483982379971,10.1970513776329,0.0032121052100978,0.0453921183637504,"NK_EOMGlow_1"
"GAPDH1",-0.290965324054874,10.973326610884,11.4679769548965,0.00193368812125014,0.0334964684229459,"NK_EOMGlow_1"
"NACA1",-0.282388205263417,11.1328539347204,14.1100876210781,0.000712477723543263,0.0201368703969859,"NK_EOMGlow_1"
"MATK",-0.252859401668311,9.38374786751764,10.6970674185632,0.00262470167950796,0.0391518000526605,"NK_EOMGlow_1"
